date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:51:27	82651/82651	---M-Z	200	added ('OK')	text/css	etag:%22142db-62894c4f62340-gzip%22	https://bluffpersonnel.com/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=9.4.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/woocommerce/assets/css/woocommerceceb1.css	(from https://bluffpersonnel.com/)
07:51:27	17706/17706	---M-Z	200	added ('OK')	text/css	etag:%22452a-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet0899.css	(from https://bluffpersonnel.com/)
07:51:28	2688/2688	---M-Z	200	added ('OK')	text/css	etag:%22a80-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet-search.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet-search.min0899.css	(from https://bluffpersonnel.com/)
07:51:28	30079/30079	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fe8a1fe67402269d92382a1aee6b8c2d-gzip%22	https://bluffpersonnel.com/feed/	D:/Code/bluffpersonnel.com/bluffpersonnel.com/feed/index.html	(from https://bluffpersonnel.com/)
07:51:28	1819/1819	---M-Z	200	added ('OK')	text/css	etag:%2271b-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/perfect-scrollbar.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/perfect-scrollbar0899.css	(from https://bluffpersonnel.com/)
07:51:28	358/358	---M-Z	200	added ('OK')	text/css	etag:%22166-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/style.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/style0899.css	(from https://bluffpersonnel.com/)
07:51:28	121457/121457	---M-Z	200	added ('OK')	text/css	etag:%221da71-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/bootstrap.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/bootstrap.min0899.css	(from https://bluffpersonnel.com/)
07:51:28	145808/145808	---M-Z	200	added ('OK')	text/css	etag:%2223990-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/mega_menu.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/mega_menu.min0899.css	(from https://bluffpersonnel.com/)
07:51:29	46575/46575	---M-Z	200	added ('OK')	text/css	etag:%22b5ef-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/animate.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/animate.min0899.css	(from https://bluffpersonnel.com/)
07:51:29	775/775	---M-Z	200	added ('OK')	application/rss+xml	etag:%22fe8a1fe67402269d92382a1aee6b8c2d-gzip%22	https://bluffpersonnel.com/comments/feed/	D:/Code/bluffpersonnel.com/bluffpersonnel.com/comments/feed/index.html	(from https://bluffpersonnel.com/)
07:51:29	3218/3218	---M-Z	200	added ('OK')	text/css	etag:%22c92-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/owl.carousel.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/owl.carousel0899.css	(from https://bluffpersonnel.com/)
07:51:29	884/884	---M-Z	200	added ('OK')	text/css	etag:%22374-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/owl.theme.default.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/owl.theme.default0899.css	(from https://bluffpersonnel.com/)
07:51:29	5887/5887	---M-Z	200	added ('OK')	text/css	etag:%2216ff-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/et-line-fonts.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/et-line-fonts0899.css	(from https://bluffpersonnel.com/)
07:51:29	51523/51523	---M-Z	200	added ('OK')	text/css	etag:%22c943-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/woocommerce.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/woocommerce0899.css	(from https://bluffpersonnel.com/)
07:51:30	8412/8412	---M-Z	200	added ('OK')	text/css	etag:%2220dc-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/jquery-te.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/jquery-te0899.css	(from https://bluffpersonnel.com/)
07:51:30	30999/30999	---M-Z	200	added ('OK')	text/css	etag:%227917-6065bad53ba00-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min.css?ver=4.7.0	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/font-awesome.min1849.css	(from https://bluffpersonnel.com/)
07:51:30	28101/28101	---M-Z	200	added ('OK')	text/css	etag:%226dc5-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/line-awesome.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/line-awesome.min0899.css	(from https://bluffpersonnel.com/)
07:51:30	2031/2031	---M-Z	200	added ('OK')	text/css	etag:%227ef-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/jquery.tag-editor.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/jquery.tag-editor0899.css	(from https://bluffpersonnel.com/)
07:51:31	14954/14954	---M-Z	200	added ('OK')	text/css	etag:%223a6a-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/select2.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/select2.min0899.css	(from https://bluffpersonnel.com/)
07:51:31	9744/9744	---M-Z	200	added ('OK')	text/css	etag:%222610-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/dropzone.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/dropzone0899.css	(from https://bluffpersonnel.com/)
07:51:31	22538/22538	---M-Z	200	added ('OK')	text/css	etag:%22580a-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/jquery-confirm.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/jquery-confirm.min0899.css	(from https://bluffpersonnel.com/)
07:51:31	6454/6454	---M-Z	200	added ('OK')	text/css	etag:%221936-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/toastr.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/toastr.min0899.css	(from https://bluffpersonnel.com/)
07:51:32	1590/1590	---M-Z	200	added ('OK')	text/css	etag:%22636-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/bootstrap-toggle.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/bootstrap-toggle.min0899.css	(from https://bluffpersonnel.com/)
07:51:32	13735/13735	---M-Z	200	added ('OK')	text/css	etag:%2235a7-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/jquery.fancybox.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/jquery.fancybox.min0899.css	(from https://bluffpersonnel.com/)
07:51:32	12257/12257	---M-Z	200	added ('OK')	text/css	etag:%222fe1-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/new/datepicker.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/new/datepicker.min0899.css	(from https://bluffpersonnel.com/)
07:51:32	8694/8694	---M-Z	200	added ('OK')	text/css	etag:%2221f6-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/new/fileinput.min.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/new/fileinput.min0899.css	(from https://bluffpersonnel.com/)
07:51:32	997/997	---M-Z	200	added ('OK')	text/css	etag:%223e5-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/new/checkbox-square.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/new/checkbox-square0899.css	(from https://bluffpersonnel.com/)
07:51:33	1013/1013	---M-Z	200	added ('OK')	text/css	etag:%223f5-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/minimal/minimal.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/minimal/minimal0899.css	(from https://bluffpersonnel.com/)
07:51:33	1302/1302	---M-Z	200	added ('OK')	text/css	etag:%22516-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/new/jquery.tipsy.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/new/jquery.tipsy0899.css	(from https://bluffpersonnel.com/)
07:51:33	13823/13823	---M-Z	200	added ('OK')	text/css	etag:%2235ff-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/new/themify-icons.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/new/themify-icons0899.css	(from https://bluffpersonnel.com/)
07:51:33	3015/3015	---M-Z	200	added ('OK')	text/css	etag:%22bc7-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/new/jquery.bxslider.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/new/jquery.bxslider0899.css	(from https://bluffpersonnel.com/)
07:51:34	1813/1813	---M-Z	200	added ('OK')	text/css	etag:%22715-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/YouTubePopUp.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/YouTubePopUp0899.css	(from https://bluffpersonnel.com/)
07:51:34	2464/2464	---M-Z	200	added ('OK')	text/css	etag:%229a0-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/star-rating.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/star-rating0899.css	(from https://bluffpersonnel.com/)
07:51:34	88555/88555	---M-Z	200	added ('OK')	text/css	etag:%22159eb-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/admin-custom.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/admin-custom0899.css	(from https://bluffpersonnel.com/)
07:51:34	42687/42687	---M-Z	200	added ('OK')	text/css	etag:%22a6bf-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/custom.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/custom0899.css	(from https://bluffpersonnel.com/)
07:51:35	403396/403396	---M-Z	200	added ('OK')	text/css	etag:%22627c4-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/theme.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/theme0899.css	(from https://bluffpersonnel.com/)
07:51:35	23738/23738	---M-Z	200	added ('OK')	text/css	etag:%225cba-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/modern.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/modern0899.css	(from https://bluffpersonnel.com/)
07:51:35	14853/14853	---M-Z	200	added ('OK')	text/css	etag:%223a05-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/css/colors/purple.css?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/css/colors/purple0899.css	(from https://bluffpersonnel.com/)
07:51:35	19533/19533	---M-Z	200	added ('OK')	text/css	etag:%224c4d-6065bad4477c0-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.23.0	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min192d.css	(from https://bluffpersonnel.com/)
07:51:35	117324/117324	---M-Z	200	added ('OK')	text/css	etag:%221ca4c-6065bad4477c0-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.16.4	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/css/frontend-lite.minafc7.css	(from https://bluffpersonnel.com/)
07:51:36	16471/16471	---M-Z	200	added ('OK')	text/css	etag:%224057-6065bad53ba00-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from https://bluffpersonnel.com/)
07:51:36	1302/1302	---M-Z	200	added ('OK')	text/css	etag:%22516-60f8d408c3600-gzip%22	https://bluffpersonnel.com/wp-content/uploads/elementor/css/post-15.css?ver=1705949208	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/uploads/elementor/css/post-15a774.css	(from https://bluffpersonnel.com/)
07:51:36	11764/11764	---M-Z	200	added ('OK')	text/css	etag:%222df4-6065bab00a240-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.16.2	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min6b60.css	(from https://bluffpersonnel.com/)
07:51:36	76556/76556	---M-Z	200	added ('OK')	text/css	etag:%2212b0c-60f8d409b7840-gzip%22	https://bluffpersonnel.com/wp-content/uploads/elementor/css/global.css?ver=1705949209	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/uploads/elementor/css/global2ec7.css	(from https://bluffpersonnel.com/)
07:51:37	43754/43754	---M-Z	200	added ('OK')	text/css	etag:%22aaea-60f8d92aed280-gzip%22	https://bluffpersonnel.com/wp-content/uploads/elementor/css/post-708.css?ver=1705950586	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/uploads/elementor/css/post-708c483.css	(from https://bluffpersonnel.com/)
07:51:37	6844/6844	---M-Z	200	added ('OK')	text/css	etag:%221abc-60f8d409b7840-gzip%22	https://bluffpersonnel.com/wp-content/uploads/elementor/css/post-1523.css?ver=1705949209	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/uploads/elementor/css/post-15232ec7.css	(from https://bluffpersonnel.com/)
07:51:37	9104/9104	---M-Z	200	added ('OK')	text/css	etag:%222390-60f8d409b7840-gzip%22	https://bluffpersonnel.com/wp-content/uploads/elementor/css/post-1530.css?ver=1705949209	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/uploads/elementor/css/post-15302ec7.css	(from https://bluffpersonnel.com/)
07:51:37	19157/19157	---M-Z	200	added ('OK')	text/css	etag:%224ad5-60311dcfa9140-gzip%22	https://bluffpersonnel.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/css/intlTelInput.min.css?ver=17.0.16	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/css/intlTelInput.min9633.css	(from https://bluffpersonnel.com/)
07:51:37	13060/13060	---M-Z	200	added ('OK')	text/css	etag:%223304-60311dcfa9140-gzip%22	https://bluffpersonnel.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/css/style.min.css?ver=3.2.2	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/pro-pack-for-wp-job-openings/assets/css/style.minee9a.css	(from https://bluffpersonnel.com/)
07:51:38	5659/5659	---M-Z	200	added ('OK')	text/css	etag:%22161b-62894bcad2a80-gzip%22	https://bluffpersonnel.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.0.11	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min0fbe.css	(from https://bluffpersonnel.com/)
07:51:38	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-6065bad53ba00-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://bluffpersonnel.com/)
07:51:38	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-6065bad53ba00-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://bluffpersonnel.com/)
07:51:38	677/677	---M-Z	200	added ('OK')	text/css	etag:%222a5-6065bad53ba00-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://bluffpersonnel.com/)
07:51:39	675/675	---M-Z	200	added ('OK')	text/css	etag:%222a3-6065bad53ba00-gzip%22	https://bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://bluffpersonnel.com/)
07:51:39	87553/87553	---M-Z	200	added ('OK')	application/javascript	etag:%2215601-609975ae60680-gzip%22	https://bluffpersonnel.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://bluffpersonnel.com/)
07:51:39	13577/13577	---M-Z	200	added ('OK')	application/javascript	etag:%223509-60271a4296440-gzip%22	https://bluffpersonnel.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://bluffpersonnel.com/)
07:51:39	9636/9636	---M-Z	200	added ('OK')	application/javascript	etag:%2225a4-62894c4f62340-gzip%22	https://bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.9.4.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min6fb9.js	(from https://bluffpersonnel.com/)
07:51:40	4035/4035	---M-Z	200	added ('OK')	application/javascript	etag:%22fc3-62894c4f62340-gzip%22	https://bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=9.4.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.minceb1.js	(from https://bluffpersonnel.com/)
07:51:40	1720/1720	---M-Z	200	added ('OK')	application/javascript	etag:%226b8-62894c4f62340-gzip%22	https://bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.9.4.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.mine74b.js	(from https://bluffpersonnel.com/)
07:51:40	3178/3178	---M-Z	200	added ('OK')	application/javascript	etag:%22c6a-62894c4f62340-gzip%22	https://bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=9.4.3	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.minceb1.js	(from https://bluffpersonnel.com/)
07:51:40	139643/139643	---M-Z	200	added ('OK')	application/javascript	etag:%222217b-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet.js?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet0899.js	(from https://bluffpersonnel.com/)
07:51:40	33705/33705	---M-Z	200	added ('OK')	application/javascript	etag:%2283a9-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet.markercluster.js?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet.markercluster0899.js	(from https://bluffpersonnel.com/)
07:51:41	16312/16312	---M-Z	200	added ('OK')	application/javascript	etag:%223fb8-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet-search.min.js?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/assets/leaflet/leaflet-search.min0899.js	(from https://bluffpersonnel.com/)
07:51:41	188369/188369	---MCZ	200	added ('OK')	application/javascript	etag:%222dfd1-5ff2c5c601d40-gzip%22	https://bluffpersonnel.com/wp-content/themes/nokri/js/chart.js?ver=6.8.1	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-content/themes/nokri/js/chart0899.js	(from https://bluffpersonnel.com/)
07:51:44	1434953/1434953	---MCZ	200	added ('OK')	application/json	date:Fri,%2006%20Jun%202025%2005:51:41%20GMT	https://bluffpersonnel.com/wp-json/	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-json/index.html	(from https://bluffpersonnel.com/)
07:51:44	36035/36035	---M-Z	200	added ('OK')	application/json	date:Fri,%2006%20Jun%202025%2005:51:41%20GMT	https://bluffpersonnel.com/wp-json/wp/v2/pages/708	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-json/wp/v2/pages/708.json	(from https://bluffpersonnel.com/)
07:51:45	822/822	---M-Z	200	added ('OK')	text/xml	date:Fri,%2006%20Jun%202025%2005:51:44%20GMT	https://bluffpersonnel.com/xmlrpc.php?rsd	D:/Code/bluffpersonnel.com/bluffpersonnel.com/xmlrpc0db0.php	(from https://bluffpersonnel.com/)
07:51:47	2121/2121	---M-Z	200	added ('OK')	application/json	date:Fri,%2006%20Jun%202025%2005:51:46%20GMT	https://bluffpersonnel.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbluffpersonnel.com%2F	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-json/oembed/1.0/embed7e42.json	(from https://bluffpersonnel.com/)
07:51:49	2280/2280	---M-Z	200	added ('OK')	text/xml	date:Fri,%2006%20Jun%202025%2005:51:48%20GMT	https://bluffpersonnel.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fbluffpersonnel.com%2F&format=xml	D:/Code/bluffpersonnel.com/bluffpersonnel.com/wp-json/oembed/1.0/embedf7eb	(from https://bluffpersonnel.com/)
